Spark Command: /Library/Java/JavaVirtualMachines/adoptopenjdk-8.jdk/Contents/Home/bin/java -cp /Users/nathan/Repos/dsSparkMlPlayground/spark-2.3.0/conf/:/Users/nathan/Repos/dsSparkMlPlayground/spark-2.3.0/jars/* -Xmx1g org.apache.spark.deploy.SparkSubmit --class org.apache.spark.sql.hive.thriftserver.HiveThriftServer2 --name Thrift JDBC/ODBC Server spark-internal
========================================
2020-01-17 00:52:04 WARN  NativeCodeLoader:62 - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2020-01-17 18:34:14 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:34:14 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:34:14 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:34:24 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:34:24 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:34:24 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:34:24 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:34:24 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:34:34 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:34:34 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:34:34 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:34:34 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:34:34 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:34:44 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:34:44 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:34:44 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:34:44 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:34:44 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:34:54 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:34:54 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:34:54 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:34:54 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:34:54 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:35:04 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:35:04 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:35:04 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:35:04 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:35:04 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:35:14 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:35:14 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:35:14 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:35:14 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:35:14 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:35:24 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:35:24 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:35:24 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:35:24 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:35:24 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:35:34 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:35:34 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:35:34 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:35:34 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:35:34 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:35:44 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:35:44 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:35:44 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:35:44 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:35:44 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:35:54 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:35:54 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:35:54 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:35:54 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:35:54 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:36:04 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:36:04 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:36:04 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:36:04 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:36:04 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:36:14 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:36:14 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:36:14 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:36:14 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:36:14 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:36:24 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:36:24 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:36:24 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:36:24 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:36:24 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:36:34 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:36:34 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:36:34 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:36:34 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:36:34 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:36:44 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:36:44 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:36:44 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:36:44 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:36:44 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:36:54 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:36:54 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:36:54 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:36:54 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:36:54 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:37:04 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:37:04 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:37:04 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:37:04 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:37:04 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:37:14 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:37:14 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:37:14 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:37:14 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:37:14 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:37:24 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:37:24 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:37:24 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:37:24 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:37:24 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:37:34 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:37:34 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:37:34 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:37:34 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:37:34 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:37:44 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:37:44 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:37:44 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:37:44 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:37:44 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:37:54 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:37:54 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:37:54 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:37:54 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:37:54 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:38:04 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:38:04 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:38:04 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:38:04 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:38:04 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:38:14 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:38:14 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:38:14 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:38:14 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:38:14 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:38:24 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:38:24 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:38:24 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:38:24 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:38:24 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:38:34 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:38:34 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:38:34 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:38:34 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:38:34 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:38:44 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:38:44 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:38:44 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:38:44 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:38:44 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:38:54 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:38:54 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:38:54 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:38:54 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:38:54 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:39:04 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:39:04 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:39:04 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:39:04 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:39:04 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:39:14 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:39:14 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:39:14 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:39:14 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:39:14 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:39:24 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:39:24 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:39:24 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:39:24 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:39:24 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:39:34 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:39:34 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:39:34 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:39:34 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:39:34 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:39:44 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:39:44 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:39:44 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:39:44 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:39:44 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:39:54 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:39:54 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:39:54 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:39:54 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:39:54 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:40:04 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:40:04 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:40:04 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:40:04 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:40:04 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:40:14 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:40:14 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:40:14 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:40:14 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:40:14 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:40:24 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:40:24 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:40:24 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:40:24 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:40:24 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:40:34 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:40:34 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:40:34 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:40:34 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:40:34 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:40:44 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:40:44 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:40:44 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:40:44 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:40:44 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:40:54 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:40:54 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:40:54 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:40:54 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:40:54 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:41:04 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:41:04 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:41:04 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:41:04 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:41:04 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:41:14 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:41:14 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:41:14 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:41:14 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:41:14 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:41:24 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:41:24 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:41:24 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:41:24 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:41:24 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:41:34 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:41:34 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:41:34 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:41:34 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:41:34 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:41:44 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:41:44 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:41:44 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:41:44 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:41:44 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:41:54 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:41:54 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:41:54 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:41:54 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:41:54 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:42:04 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:42:04 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:42:04 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:42:04 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:42:04 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:42:14 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:42:14 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:42:14 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:42:14 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:42:14 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:42:24 INFO  Executor:54 - Told to re-register on heartbeat
2020-01-17 18:42:24 INFO  BlockManager:54 - BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None) re-registering with master
2020-01-17 18:42:24 INFO  BlockManagerMaster:54 - Registering BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:42:24 INFO  BlockManagerMaster:54 - Registered BlockManager BlockManagerId(driver, nathans-mbp.home, 59166, None)
2020-01-17 18:42:24 INFO  BlockManager:54 - Reporting 0 blocks to the master.
2020-01-17 18:42:34 INFO  Executor:54 - Told to re-register on heartbeat
